Strain,Stress (MPa)
0.0817368,5.015382803
0.081770133,5.015904531
0.081803467,5.018538001
0.0818368,5.018740459
0.081870133,5.019243184
0.081903467,5.01998009
0.0819368,5.020855358
0.081970133,5.022955538
0.082003467,5.023451415
0.0820368,5.024801842
0.082070133,5.025918405
0.082103467,5.026742912
0.0821368,5.027943535
0.082170133,5.028668878
0.082203467,5.029549263
0.0822368,5.030844664
0.082270133,5.03158058
0.082303467,5.033309728
0.0823368,5.033559503
0.082370133,5.035086239
0.082403467,5.036254226
0.0824368,5.037610026
0.082470133,5.039246036
0.082503467,5.039688923
0.0825368,5.040747142
0.082570133,5.042094056
0.082603467,5.042149965
0.0826368,5.043229839
0.082670133,5.043794812
0.082703467,5.045002604
0.0827368,5.046611432
0.082770133,5.046924091
0.082803467,5.048775778
0.0828368,5.04884833
0.082870133,5.050256582
0.082903467,5.051701804
0.0829368,5.052395027
0.082970133,5.054300324
0.083003467,5.055714312
0.0830368,5.057046759
0.083070133,5.057805503
0.083103467,5.057490442
0.0831368,5.059172575
0.083170133,5.060277653
0.083203467,5.062106594
0.0832368,5.06331234
0.083270133,5.06350044
0.083303467,5.065141707
0.0833368,5.065040606
0.083370133,5.066646429
0.083403467,5.068051963
0.0834368,5.069320829
0.083470133,5.071317007
0.083503467,5.071456672
0.0835368,5.07154441
0.083570133,5.072767353
0.083603467,5.073236907
0.0836368,5.074411538
0.083670133,5.075179465
0.083703467,5.076393642
0.0837368,5.077581651
0.083770133,5.078615426
0.083803467,5.080404391
0.0838368,5.081349236
0.083870133,5.082273251
0.083903467,5.083361768
0.0839368,5.084605487
0.083970133,5.085914884
0.084003467,5.08553348
0.0840368,5.086754114
0.084070133,5.088291572
0.084103467,5.089030248
0.0841368,5.090823426
0.084170133,5.091658415
0.084203467,5.093721105
0.0842368,5.094091582
0.084270133,5.094763186
0.084303467,5.096312765
0.0843368,5.096617293
0.084370133,5.098276797
0.084403467,5.099247975
0.0844368,5.099135068
0.084470133,5.100717273
0.084503467,5.101484863
0.0845368,5.10320788
0.084570133,5.104642904
0.084603467,5.105375439
0.0846368,5.106381625
0.084670133,5.105835938
0.084703467,5.107702577
0.0847368,5.109383222
0.084770133,5.109608149
0.084803467,5.112224622
0.0848368,5.112417956
0.084870133,5.112860993
0.084903467,5.114325987
0.0849368,5.115120955
0.084970133,5.116441645
0.085003467,5.117738453
0.0850368,5.118768958
0.085070133,5.120477023
0.085103467,5.120408359
0.0851368,5.12233009
0.085170133,5.122148461
0.085203467,5.123423591
0.0852368,5.125257187
0.085270133,5.12570455
0.085303467,5.127332939
0.0853368,5.127690507
0.085370133,5.129116397
0.085403467,5.130175978
0.0854368,5.13135032
0.085470133,5.132876653
0.085503467,5.133717783
0.0855368,5.135258154
0.085570133,5.135640178
0.085603467,5.135980483
0.0856368,5.137355243
0.085670133,5.13832289
0.085703467,5.139422192
0.0857368,5.140149859
0.085770133,5.140732133
0.085803467,5.142303084
0.0858368,5.1427617
0.085870133,5.143642744
0.085903467,5.144860777
0.0859368,5.145754133
0.085970133,5.147347331
0.086003467,5.147780176
0.0860368,5.149160483
0.086070133,5.150782823
0.086103467,5.151505047
0.0861368,5.1522649
0.086170133,5.152878202
0.086203467,5.153776789
0.0862368,5.155723576
0.086270133,5.156315623
0.086303467,5.158133421
0.0863368,5.158274989
0.086370133,5.159480891
0.086403467,5.16060286
0.0864368,5.161544367
0.086470133,5.162969106
0.086503467,5.163484584
0.0865368,5.165278569
0.086570133,5.165718658
0.086603467,5.165869109
0.0866368,5.167039105
0.086670133,5.168115541
0.086703467,5.170177521
0.0867368,5.170715964
0.086770133,5.171997153
0.086803467,5.173920123
0.0868368,5.174060457
0.086870133,5.174521772
0.086903467,5.17581655
0.0869368,5.175896857
0.086970133,5.177952051
0.087003467,5.179183422
0.0870368,5.180504217
0.087070133,5.181313777
0.087103467,5.181188998
0.0871368,5.182562993
0.087170133,5.183493499
0.087203467,5.185097752
0.0872368,5.186440214
0.087270133,5.187448681
0.087303467,5.188181979
0.0873368,5.18937465
0.087370133,5.190249476
0.087403467,5.190795054
0.0874368,5.191286543
0.087470133,5.192796862
0.087503467,5.193709896
0.0875368,5.194885281
0.087570133,5.195897514
0.087603467,5.19639105
0.0876368,5.198331074
0.087670133,5.198728042
0.087703467,5.200484079
0.0877368,5.201486786
0.087770133,5.202553447
0.087803467,5.203879522
0.0878368,5.204320102
0.087870133,5.205224692
0.087903467,5.206286952
0.0879368,5.20691364
0.087970133,5.20825279
0.088003467,5.209718504
0.0880368,5.210083025
0.088070133,5.211221771
0.088103467,5.211760355
0.0881368,5.213262399
0.088170133,5.213426673
0.088203467,5.214750481
0.0882368,5.21610129
0.088270133,5.21715305
0.088303467,5.218122808
0.0883368,5.218532543
0.088370133,5.220564471
0.088403467,5.220744043
0.0884368,5.220651197
0.088470133,5.222537897
0.088503467,5.223121478
0.0885368,5.225186605
0.088570133,5.226226168
0.088603467,5.226722519
0.0886368,5.228205382
0.088670133,5.228723474
0.088703467,5.229331837
0.0887368,5.231126389
0.088770133,5.231786475
0.088803467,5.233005757
0.0888368,5.234032233
0.088870133,5.235352498
0.088903467,5.236456113
0.0889368,5.236768767
0.088970133,5.238240541
0.089003467,5.239251485
0.0890368,5.239903122
0.089070133,5.240437689
0.089103467,5.241018908
0.0891368,5.242753498
0.089170133,5.243765813
0.089203467,5.244552166
0.0892368,5.245418547
0.089270133,5.246427257
0.089303467,5.248297732
0.0893368,5.249361694
0.089370133,5.249940476
0.089403467,5.251131739
0.0894368,5.251484587
0.089470133,5.253487975
0.089503467,5.253874404
0.0895368,5.255409807
0.089570133,5.256545525
0.089603467,5.257039324
0.0896368,5.258205305
0.089670133,5.258954601
0.089703467,5.258959493
0.0897368,5.260337813
0.089770133,5.261646949
0.089803467,5.262789991
0.0898368,5.263205263
0.089870133,5.264587644
0.089903467,5.265614127
0.0899368,5.26594383
0.089970133,5.267847836
0.090003467,5.268462983
0.0900368,5.270465365
0.090070133,5.271805759
0.090103467,5.27177294
0.0901368,5.27253643
0.090170133,5.273058092
0.090203467,5.274213045
0.0902368,5.275645624
0.090270133,5.276194923
0.090303467,5.277883801
0.0903368,5.27860704
0.090370133,5.278645499
0.090403467,5.280334036
0.0904368,5.281103673
0.090470133,5.282467383
0.090503467,5.282844581
0.0905368,5.283901372
0.090570133,5.285316653
0.090603467,5.285296714
0.0906368,5.286793499
0.090670133,5.288313983
0.090703467,5.289652202
0.0907368,5.290570255
0.090770133,5.290841631
0.090803467,5.292307115
0.0908368,5.292781974
0.090870133,5.293610665
0.090903467,5.294897026
0.0909368,5.295638548
0.090970133,5.296510464
0.091003467,5.297194069
0.0910368,5.299180034
0.091070133,5.30068894
0.091103467,5.300818015
0.0911368,5.302163217
0.091170133,5.302401817
0.091203467,5.303806664
0.0912368,5.304477963
0.091270133,5.30524874
0.091303467,5.306730182
0.0913368,5.307757825
0.091370133,5.309423168
0.091403467,5.310293679
0.0914368,5.311060682
0.091470133,5.312917641
0.091503467,5.313019161
0.0915368,5.313271476
0.091570133,5.314313922
0.091603467,5.314738145
0.0916368,5.316512263
0.091670133,5.317565423
0.091703467,5.317967581
0.0917368,5.319524211
0.091770133,5.320450829
0.091803467,5.321939905
0.0918368,5.321890084
0.091870133,5.322716369
0.091903467,5.324025757
0.0919368,5.324640131
0.091970133,5.326478461
0.092003467,5.326332709
0.0920368,5.327689378
0.092070133,5.328493142
0.092103467,5.32900995
0.0921368,5.331119703
0.092170133,5.331399335
0.092203467,5.332109014
0.0922368,5.332986956
0.092270133,5.333676546
0.092303467,5.335250366
0.0923368,5.336291312
0.092370133,5.337705716
0.092403467,5.338559605
0.0924368,5.339020199
0.092470133,5.339921951
0.092503467,5.340287953
0.0925368,5.341623982
0.092570133,5.343014359
0.092603467,5.343923587
0.0926368,5.345610049
0.092670133,5.346383442
0.092703467,5.34720807
0.0927368,5.347926585
0.092770133,5.348493265
0.092803467,5.349951051
0.0928368,5.350870359
0.092870133,5.351723097
0.092903467,5.353136778
0.0929368,5.354005588
0.092970133,5.355188449
0.093003467,5.35545265
0.0930368,5.35641743
0.093070133,5.358104051
0.093103467,5.358436949
0.0931368,5.359803265
0.093170133,5.360530067
0.093203467,5.361482399
0.0932368,5.362598161
0.093270133,5.362779454
0.093303467,5.364572169
0.0933368,5.364573947
0.093370133,5.366280976
0.093403467,5.367708285
0.0934368,5.368463732
0.093470133,5.369391411
0.093503467,5.369735054
0.0935368,5.370557889
0.093570133,5.371361292
0.093603467,5.371976733
0.0936368,5.374578261
0.093670133,5.374637158
0.093703467,5.375509195
0.0937368,5.376426822
0.093770133,5.376858476
0.093803467,5.379053758
0.0938368,5.379074298
0.093870133,5.380164654
0.093903467,5.381251003
0.0939368,5.381792198
0.093970133,5.38437733
0.094003467,5.384778983
0.0940368,5.385268923
0.094070133,5.386480544
0.094103467,5.387389282
0.0941368,5.388366549
0.094170133,5.388381843
0.094203467,5.389391602
0.0942368,5.391060861
0.094270133,5.391342425
0.094303467,5.393409843
0.0943368,5.393515043
0.094370133,5.395126185
0.094403467,5.396148993
0.0944368,5.396467426
0.094470133,5.398158855
0.094503467,5.398200424
0.0945368,5.399986436
0.094570133,5.400828573
0.094603467,5.401147634
0.0946368,5.401781576
0.094670133,5.402886684
0.094703467,5.404204442
0.0947368,5.405725744
0.094770133,5.406315214
0.094803467,5.407813382
0.0948368,5.409239288
0.094870133,5.409687651
0.094903467,5.41036011
0.0949368,5.410833843
0.094970133,5.412089934
0.095003467,5.413198731
0.0950368,5.413642969
0.095070133,5.414693079
0.095103467,5.414990595
0.0951368,5.417096678
0.095170133,5.417198639
0.095203467,5.418023496
0.0952368,5.419062584
0.095270133,5.420370607
0.095303467,5.421889411
0.0953368,5.42223943
0.095370133,5.422840505
0.095403467,5.424094694
0.0954368,5.423990186
0.095470133,5.426652753
0.095503467,5.42706498
0.0955368,5.427857967
0.095570133,5.429146763
0.095603467,5.428935023
0.0956368,5.430125766
0.095670133,5.431190211
0.095703467,5.432496433
0.0957368,5.433755555
0.095770133,5.433566286
0.095803467,5.434778744
0.0958368,5.435503994
0.095870133,5.436596792
0.095903467,5.438080054
0.0959368,5.438226069
0.095970133,5.439595313
0.096003467,5.440417199
0.0960368,5.440978314
0.096070133,5.442154339
0.096103467,5.44260565
0.0961368,5.443847636
0.096170133,5.444695052
0.096203467,5.446013367
0.0962368,5.446335669
0.096270133,5.447043408
0.096303467,5.448275374
0.0963368,5.449397189
0.096370133,5.450775324
0.096403467,5.452360738
0.0964368,5.452964329
0.096470133,5.454109953
0.096503467,5.455297423
0.0965368,5.455466907
0.096570133,5.456789179
0.096603467,5.456774501
0.0966368,5.458831577
0.096670133,5.459301571
0.096703467,5.460065001
0.0967368,5.46126081
0.096770133,5.462059942
0.096803467,5.463705329
0.0968368,5.46440537
0.096870133,5.464590473
0.096903467,5.465237919
0.0969368,5.466095998
0.096970133,5.467513312
0.097003467,5.468639607
0.0970368,5.469216481
0.097070133,5.469511923
0.097103467,5.470485289
0.0971368,5.471899348
0.097170133,5.472836017
0.097203467,5.474335128
0.0972368,5.475834415
0.097270133,5.475860626
0.097303467,5.477580463
0.0973368,5.477232431
0.097370133,5.479445962
0.097403467,5.480431734
0.0974368,5.480356348
0.097470133,5.481921228
0.097503467,5.482151979
0.0975368,5.482757013
0.097570133,5.483645117
0.097603467,5.484291932
0.0976368,5.485947265
0.097670133,5.486346782
0.097703467,5.487012038
0.0977368,5.488952045
0.097770133,5.489671212
0.097803467,5.490403577
0.0978368,5.491226868
0.097870133,5.491914409
0.097903467,5.494005358
0.0979368,5.49385179
0.097970133,5.494570505
0.098003467,5.494820989
0.0980368,5.495744021
0.098070133,5.497510392
0.098103467,5.498359569
0.0981368,5.499411425
0.098170133,5.50044421
0.098203467,5.501344546
0.0982368,5.502806462
0.098270133,5.502825277
0.098303467,5.503981108
0.0983368,5.505040267
0.098370133,5.505852368
0.098403467,5.507250536
0.0984368,5.506656825
0.098470133,5.507904229
0.098503467,5.5090389
0.0985368,5.509534341
0.098570133,5.511360959
0.098603467,5.511981421
0.0986368,5.513547797
0.098670133,5.513705969
0.098703467,5.51465081
0.0987368,5.51642181
0.098770133,5.517145028
0.098803467,5.518111582
0.0988368,5.518242191
0.098870133,5.518012543
0.098903467,5.51885655
0.0989368,5.520321725
0.098970133,5.522524703
0.099003467,5.522625843
0.0990368,5.522873013
0.099070133,5.524327204
0.099103467,5.525047122
0.0991368,5.527014664
0.099170133,5.527115099
0.099203467,5.527679862
0.0992368,5.529005481
0.099270133,5.530445997
0.099303467,5.531590384
0.0993368,5.532058915
0.099370133,5.532645329
0.099403467,5.534080759
0.0994368,5.533824304
0.099470133,5.534814072
0.099503467,5.535920781
0.0995368,5.537372403
0.099570133,5.538699942
0.099603467,5.539001517
0.0996368,5.539829293
0.099670133,5.541308417
0.099703467,5.541241477
0.0997368,5.542634121
0.099770133,5.54376766
0.099803467,5.545017733
0.0998368,5.545803953
0.099870133,5.545931514
0.099903467,5.547355677
0.0999368,5.548879621
0.099970133,5.549368066
0.100003467,5.549720514
0.1000368,5.550534038
0.100070133,5.552538075
0.100103467,5.552445024
0.1001368,5.553438057
0.100170133,5.554178222
0.100203467,5.555400928
0.1002368,5.556959937
0.100270133,5.557148642
0.100303467,5.557795957
0.1003368,5.558889424
0.100370133,5.559278416
0.100403467,5.560416063
0.1004368,5.561071528
0.100470133,5.56224076
0.100503467,5.562805131
0.1005368,5.56409586
0.100570133,5.566156665
0.100603467,5.566121223
0.1006368,5.567233383
0.100670133,5.567666728
0.100703467,5.567806309
0.1007368,5.568232796
0.100770133,5.56953341
0.100803467,5.571541123
0.1008368,5.572480137
0.100870133,5.573024472
0.100903467,5.574023425
0.1009368,5.574486794
0.100970133,5.575773702
0.101003467,5.576679987
0.1010368,5.577822144
0.101070133,5.578867377
0.101103467,5.5795593
0.1011368,5.580671042
0.101170133,5.580443051
0.101203467,5.580989488
0.1012368,5.583297229
0.101270133,5.584301926
0.101303467,5.585126139
0.1013368,5.585141747
0.101370133,5.586316921
0.101403467,5.587523457
0.1014368,5.588132292
0.101470133,5.588842493
0.101503467,5.589961652
0.1015368,5.591102688
0.101570133,5.59214037
0.101603467,5.591768995
0.1016368,5.593827258
0.101670133,5.594613576
0.101703467,5.595585863
0.1017368,5.596413526
0.101770133,5.596307892
0.101803467,5.59788987
0.1018368,5.59831518
0.101870133,5.598911336
0.101903467,5.600518209
0.1019368,5.600834199
0.101970133,5.602872941
0.102003467,5.602585065
0.1020368,5.603040213
0.102070133,5.604448375
0.102103467,5.60477447
0.1021368,5.60635543
0.102170133,5.607725836
0.102203467,5.607721483
0.1022368,5.609528842
0.102270133,5.610239116
0.102303467,5.610908959
0.1023368,5.61111839
0.102370133,5.612326131
0.102403467,5.613852215
0.1024368,5.614835258
0.102470133,5.615731028
0.102503467,5.615592229
0.1025368,5.617026922
0.102570133,5.61866243
0.102603467,5.619253721
0.1026368,5.619558729
0.102670133,5.620308279
0.102703467,5.621169555
0.1027368,5.62202752
0.102770133,5.621983155
0.102803467,5.623243599
0.1028368,5.623947367
0.102870133,5.624644484
0.102903467,5.626130647
0.1029368,5.626874272
0.102970133,5.628411247
0.103003467,5.629079371
0.1030368,5.630457037
0.103070133,5.631278049
0.103103467,5.631588102
0.1031368,5.633466521
0.103170133,5.633936405
0.103203467,5.634348675
0.1032368,5.634848993
0.103270133,5.636346562
0.103303467,5.637423147
0.1033368,5.637314014
0.103370133,5.638479806
0.103403467,5.640058563
0.1034368,5.640647591
0.103470133,5.642551798
0.103503467,5.642705704
0.1035368,5.643565023
0.103570133,5.644774785
0.103603467,5.644656133
0.1036368,5.646423033
0.103670133,5.647171972
0.103703467,5.648038201
0.1037368,5.649555941
0.103770133,5.649505128
0.103803467,5.651194318
0.1038368,5.65226294
0.103870133,5.651901761
0.103903467,5.652558658
0.1039368,5.653335103
0.103970133,5.654583258
0.104003467,5.655455984
0.1040368,5.655319083
0.104070133,5.656990334
0.104103467,5.657891168
0.1041368,5.659117476
0.104170133,5.65943221
0.104203467,5.659889718
0.1042368,5.66061528
0.104270133,5.661834869
0.104303467,5.664703313
0.1043368,5.66429911
0.104370133,5.6646538
0.104403467,5.665038214
0.1044368,5.665880667
0.104470133,5.667756964
0.104503467,5.668809837
0.1045368,5.669601208
0.104570133,5.670844021
0.104603467,5.670928815
0.1046368,5.67193614
0.104670133,5.672778672
0.104703467,5.673319358
0.1047368,5.674592799
0.104770133,5.674530888
0.104803467,5.675577714
0.1048368,5.677186021
0.104870133,5.67805864
0.104903467,5.679458757
0.1049368,5.679804026
0.104970133,5.680529321
0.105003467,5.68108344
0.1050368,5.682472085
0.105070133,5.68387879
0.105103467,5.685049376
0.1051368,5.685252106
0.105170133,5.685806106
0.105203467,5.686493646
0.1052368,5.687758883
0.105270133,5.687630916
0.105303467,5.689480456
0.1053368,5.690158408
0.105370133,5.690810512
0.105403467,5.692281555
0.1054368,5.691744503
0.105470133,5.694423972
0.105503467,5.694216235
0.1055368,5.694699604
0.105570133,5.696413746
0.105603467,5.697307975
0.1056368,5.698581825
0.105670133,5.699282191
0.105703467,5.699629981
0.1057368,5.70061889
0.105770133,5.700989553
0.105803467,5.701631839
0.1058368,5.702403546
0.105870133,5.703335081
0.105903467,5.705205879
0.1059368,5.704887834
0.105970133,5.706185578
0.106003467,5.706623478
0.1060368,5.708515335
0.106070133,5.710016552
0.106103467,5.710578517
0.1061368,5.710988765
0.106170133,5.711596925
0.106203467,5.712718137
0.1062368,5.712656107
0.106270133,5.713400439
0.106303467,5.714896088
0.1063368,5.715939814
0.106370133,5.716839614
0.106403467,5.718755255
0.1064368,5.719391405
0.106470133,5.720252694
0.106503467,5.720050922
0.1065368,5.720063619
0.106570133,5.721356794
0.106603467,5.722846157
0.1066368,5.723234834
0.106670133,5.723825747
0.106703467,5.723854286
0.1067368,5.725457367
0.106770133,5.725984207
0.106803467,5.726705013
0.1068368,5.728393782
0.106870133,5.729759593
0.106903467,5.731018779
0.1069368,5.731291796
0.106970133,5.731981778
0.107003467,5.732263567
0.1070368,5.732851338
0.107070133,5.734203265
0.107103467,5.734776274
0.1071368,5.7363709
0.107170133,5.736734798
0.107203467,5.738459487
0.1072368,5.738824624
0.107270133,5.739457309
0.107303467,5.741048656
0.1073368,5.741529211
0.107370133,5.742098402
0.107403467,5.74357894
0.1074368,5.744185135
0.107470133,5.745113182
0.107503467,5.745633469
0.1075368,5.745834756
0.107570133,5.74823416
0.107603467,5.749280448
0.1076368,5.750110345
0.107670133,5.750209406
0.107703467,5.750213368
0.1077368,5.751710302
0.107770133,5.753453388
0.107803467,5.754554469
0.1078368,5.754142018
0.107870133,5.754151347
0.107903467,5.755223997
0.1079368,5.756379379
0.107970133,5.756877492
0.108003467,5.757941892
0.1080368,5.758090002
0.108070133,5.760139279
0.108103467,5.760849808
0.1081368,5.762069831
0.108170133,5.763753584
0.108203467,5.763902153
0.1082368,5.764553723
0.108270133,5.764724425
0.108303467,5.766528769
0.1083368,5.768250371
0.108370133,5.768466695
0.108403467,5.768965604
0.1084368,5.769312628
0.108470133,5.77027669
0.108503467,5.771506458
0.1085368,5.771795751
0.108570133,5.772950634
0.108603467,5.773538256
0.1086368,5.7741082
0.108670133,5.77543561
0.108703467,5.77633553
0.1087368,5.777139065
0.108770133,5.777827391
0.108803467,5.778731361
0.1088368,5.779760962
0.108870133,5.78041424
0.108903467,5.78189843
0.1089368,5.782109962
0.108970133,5.784036552
0.109003467,5.783965906
0.1090368,5.785067664
0.109070133,5.785632888
0.109103467,5.786167283
0.1091368,5.787224307
0.109170133,5.78792865
0.109203467,5.78789722
0.1092368,5.79004859
0.109270133,5.790555746
0.109303467,5.792206661
0.1093368,5.79206408
0.109370133,5.792620792
0.109403467,5.79435244
0.1094368,5.794690171
0.109470133,5.796181077
0.109503467,5.796356852
0.1095368,5.796267536
0.109570133,5.798829027
0.109603467,5.799189139
0.1096368,5.799906633
0.109670133,5.800958147
0.109703467,5.801887287
0.1097368,5.802336284
0.109770133,5.803291203
0.109803467,5.80417142
0.1098368,5.804445795
0.109870133,5.805095913
0.109903467,5.806509819
0.1099368,5.807250979
0.109970133,5.80887036
0.110003467,5.809633447
0.1100368,5.809928558
0.110070133,5.810776932
0.110103467,5.810466465
0.1101368,5.811825036
0.110170133,5.813381032
0.110203467,5.813547554
0.1102368,5.815507126
0.110270133,5.815544919
0.110303467,5.81618882
0.1103368,5.817144442
0.110370133,5.817154517
0.110403467,5.81898462
0.1104368,5.819949936
0.110470133,5.821069527
0.110503467,5.821786099
0.1105368,5.821814379
0.110570133,5.822958283
0.110603467,5.823775913
0.1106368,5.825045168
0.110670133,5.826151164
0.110703467,5.826521911
0.1107368,5.826947341
0.110770133,5.827512928
0.110803467,5.829519292
0.1108368,5.829837254
0.110870133,5.831595278
0.110903467,5.832415742
0.1109368,5.832378485
0.110970133,5.833297953
0.111003467,5.833757403
0.1110368,5.834825154
0.111070133,5.835954599
0.111103467,5.835729744
0.1111368,5.837209061
0.111170133,5.838377525
0.111203467,5.839271987
0.1112368,5.840052402
0.111270133,5.840164666
0.111303467,5.841217688
0.1113368,5.841469408
0.111370133,5.841643635
0.111403467,5.843154317
0.1114368,5.84397462
0.111470133,5.84537958
0.111503467,5.845939353
0.1115368,5.847551087
0.111570133,5.847693198
0.111603467,5.847814883
0.1116368,5.849132999
0.111670133,5.849890414
0.111703467,5.850873376
0.1117368,5.852140829
0.111770133,5.853188618
0.111803467,5.854337599
0.1118368,5.855024589
0.111870133,5.855071411
0.111903467,5.856412954
0.1119368,5.857359061
0.111970133,5.858977487
0.112003467,5.858588385
0.1120368,5.859089246
0.112070133,5.860871035
0.112103467,5.860708693
0.1121368,5.862437295
0.112170133,5.863235513
0.112203467,5.864013401
0.1122368,5.865101273
0.112270133,5.865386349
0.112303467,5.866002277
0.1123368,5.867445481
0.112370133,5.867825766
0.112403467,5.868385766
0.1124368,5.868918959
0.112470133,5.869920216
0.112503467,5.87088144
0.1125368,5.871102552
0.112570133,5.872555858
0.112603467,5.873818528
0.1126368,5.875136484
0.112670133,5.874854246
0.112703467,5.87564739
0.1127368,5.876592355
0.112770133,5.877804272
0.112803467,5.87906819
0.1128368,5.879153159
0.112870133,5.879673559
0.112903467,5.880111554
0.1129368,5.880633143
0.112970133,5.882462541
0.113003467,5.883058454
0.1130368,5.88359061
0.113070133,5.885104561
0.113103467,5.885497461
0.1131368,5.88635412
0.113170133,5.886945347
0.113203467,5.887114453
0.1132368,5.889055698
0.113270133,5.889270317
0.113303467,5.889979714
0.1133368,5.890282381
0.113370133,5.891329554
0.113403467,5.891736059
0.1134368,5.892984317
0.113470133,5.893668928
0.113503467,5.895349715
0.1135368,5.896821284
0.113570133,5.897866945
0.113603467,5.897609529
0.1136368,5.897884377
0.113670133,5.89905787
0.113703467,5.900486835
0.1137368,5.901176047
0.113770133,5.901059884
0.113803467,5.902449701
0.1138368,5.902890934
0.113870133,5.904130105
0.113903467,5.904957479
0.1139368,5.904654176
0.113970133,5.90613708
0.114003467,5.907121949
0.1140368,5.908136792
0.114070133,5.909663812
0.114103467,5.909930243
0.1141368,5.911082447
0.114170133,5.912262156
0.114203467,5.911576055
0.1142368,5.913218834
0.114270133,5.913640602
0.114303467,5.914676057
0.1143368,5.915758642
0.114370133,5.9161376
0.114403467,5.917168168
0.1144368,5.917285306
0.114470133,5.918258312
0.114503467,5.919032763
0.1145368,5.920233589
0.114570133,5.920906598
0.114603467,5.922080665
0.1146368,5.922689604
0.114670133,5.923328114
0.114703467,5.923921501
0.1147368,5.924737402
0.114770133,5.925120481
0.114803467,5.926372415
0.1148368,5.926552252
0.114870133,5.927557716
0.114903467,5.928892319
0.1149368,5.929721575
0.114970133,5.930423202
0.115003467,5.930675926
0.1150368,5.931491783
0.115070133,5.932294261
0.115103467,5.933224705
0.1151368,5.933775925
0.115170133,5.934688245
0.115203467,5.935758728
0.1152368,5.9371253
0.115270133,5.937965739
0.115303467,5.938642203
0.1153368,5.93961081
0.115370133,5.9396861
0.115403467,5.941003023
0.1154368,5.940783364
0.115470133,5.942336993
0.115503467,5.94326807
0.1155368,5.944292846
0.115570133,5.945665292
0.115603467,5.945156518
0.1156368,5.945863369
0.115670133,5.946674008
0.115703467,5.947726199
0.1157368,5.948872629
0.115770133,5.948955798
0.115803467,5.951168032
0.1158368,5.950965654
0.115870133,5.951432274
0.115903467,5.953299479
0.1159368,5.952685365
0.115970133,5.953969884
0.116003467,5.954416091
0.1160368,5.955170766
0.116070133,5.957021134
0.116103467,5.956626844
0.1161368,5.957478733
0.116170133,5.958579641
0.116203467,5.959235859
0.1162368,5.960443336
0.116270133,5.961815012
0.116303467,5.962787226
0.1163368,5.963228223
0.116370133,5.963598919
0.116403467,5.964862557
0.1164368,5.965524763
0.116470133,5.96658292
0.116503467,5.96713146
0.1165368,5.96743724
0.116570133,5.968990079
0.116603467,5.968708281
0.1166368,5.969847605
0.116670133,5.970448257
0.116703467,5.971031404
0.1167368,5.971581596
0.116770133,5.973140328
0.116803467,5.974437467
0.1168368,5.975134181
0.116870133,5.975687837
0.116903467,5.976564464
0.1169368,5.976649996
0.116970133,5.976990336
0.117003467,5.978340429
0.1170368,5.978687762
0.117070133,5.980100308
0.117103467,5.980615921
0.1171368,5.981954359
0.117170133,5.983466806
0.117203467,5.983238196
0.1172368,5.983834124
0.117270133,5.984308854
0.117303467,5.986149718
0.1173368,5.98668386
0.117370133,5.987011205
0.117403467,5.987417644
0.1174368,5.988894998
0.117470133,5.989692549
0.117503467,5.990654459
0.1175368,5.991405386
0.117570133,5.992766088
0.117603467,5.992784427
0.1176368,5.993967736
0.117670133,5.99435049
0.117703467,5.994767534
0.1177368,5.995533148
0.117770133,5.99600062
0.117803467,5.997940347
0.1178368,5.998739017
0.117870133,5.999744716
0.117903467,6.00073181
0.1179368,6.000454612
0.117970133,6.002116419
0.118003467,6.002898119
0.1180368,6.002462756
0.118070133,6.003914474
0.118103467,6.004462828
0.1181368,6.005324065
0.118170133,6.005526487
0.118203467,6.005970793
0.1182368,6.006804807
0.118270133,6.007774531
0.118303467,6.008745937
0.1183368,6.009878061
0.118370133,6.009913344
0.118403467,6.010683006
0.1184368,6.011455604
0.118470133,6.013141325
0.118503467,6.013974471
0.1185368,6.01463854
0.118570133,6.015129907
0.118603467,6.015278638
0.1186368,6.016323273
0.118670133,6.017167198
0.118703467,6.01794005
0.1187368,6.019540065
0.118770133,6.019709879
0.118803467,6.021010301
0.1188368,6.021653903
0.118870133,6.022069143
0.118903467,6.024082611
0.1189368,6.024976306
0.118970133,6.025401693
0.119003467,6.025246456
0.1190368,6.025497265
0.119070133,6.026943477
0.119103467,6.027436942
0.1191368,6.02795156
0.119170133,6.028391979
0.119203467,6.029436212
0.1192368,6.030210872
0.119270133,6.031431358
0.119303467,6.032144753
0.1193368,6.033240599
0.119370133,6.034300419
0.119403467,6.035354747
0.1194368,6.035488927
0.119470133,6.036605942
0.119503467,6.036886607
0.1195368,6.037647693
0.119570133,6.038110687
0.119603467,6.038863865
0.1196368,6.040156002
0.119670133,6.040179134
0.119703467,6.041598872
0.1197368,6.042980779
0.119770133,6.043535969
0.119803467,6.044332687
0.1198368,6.04427913
0.119870133,6.045015731
0.119903467,6.046563436
0.1199368,6.046381664
0.119970133,6.046425744
0.120003467,6.047537612
0.1200368,6.04886374
0.120070133,6.050511745
0.120103467,6.050288257
0.1201368,6.051226175
0.120170133,6.05225509
0.120203467,6.053251926
0.1202368,6.053897381
0.120270133,6.054634925
0.120303467,6.055795485
0.1203368,6.056130699
0.120370133,6.056737229
0.120403467,6.057090076
0.1204368,6.057768368
0.120470133,6.05902644
0.120503467,6.060207569
0.1205368,6.060626393
